Expense Code,Expense Amount (SAR),Month,Expense Quantity,Government Entity
13489,0.74,9/1/2017,1624,Ministry of Energy
13489,0.74,1/1/2018,696,Ministry of Energy
13489,0.74,2/1/2018,232,Ministry of Energy
13489,0.74,8/1/2017,2784,Ministry of Energy
13489,0.74,5/1/2018,1160,Ministry of Energy
13490,3.51,6/1/2017,832,Ministry of Energy
13490,3.51,10/1/2017,520,Ministry of Energy
13490,3.51,3/1/2018,416,Ministry of Energy
13508,7.36,11/1/2017,43860,Ministry of Energy
13508,7.36,7/1/2017,32895,Ministry of Energy
13508,7.36,9/1/2017,29240,Ministry of Energy
13508,7.36,1/1/2018,7310,Ministry of Energy
13508,7.36,8/1/2017,65790,Ministry of Energy
13508,7.36,2/1/2018,7310,Ministry of Energy
13508,7.36,5/1/2018,65790,Ministry of Energy
13528,5.3,3/1/2018,4500,Ministry of Energy
13528,5.3,5/1/2017,36000,Ministry of Energy
13547,5.14,7/1/2017,20,Ministry of Energy
13549,4.55,7/1/2017,450,Ministry of Energy
13551,3.12,4/1/2017,18,Ministry of Energy
13551,3.12,12/1/2017,162,Ministry of Energy
13551,3.12,4/1/2018,180,Ministry of Energy
13551,3.12,5/1/2017,18,Ministry of Energy
13555,6.66,11/1/2017,16,Ministry of Energy
13555,6.66,2/1/2018,192,Ministry of Energy
13555,6.66,5/1/2018,32,Ministry of Energy
13556,10.55,4/1/2017,36,Ministry of Energy
13556,10.55,10/1/2017,16,Ministry of Energy
13556,10.55,4/1/2018,84,Ministry of Energy
13574,0.77,6/1/2017,900,Ministry of Energy
13574,0.77,12/1/2017,350,Ministry of Energy
13588,9.46,11/1/2017,864,Ministry of Energy
13588,9.46,2/1/2018,640,Ministry of Energy
13588,9.46,5/1/2018,640,Ministry of Energy
13605,6.53,7/1/2017,200,Ministry of Energy
13605,6.53,1/1/2018,1080,Ministry of Energy
13606,6.33,4/1/2017,2656,Ministry of Energy
13606,6.33,7/1/2017,996,Ministry of Energy
13606,6.33,10/1/2017,4980,Ministry of Energy
13606,6.33,1/1/2018,6640,Ministry of Energy
13606,6.33,4/1/2018,1992,Ministry of Energy
13626,1.37,11/1/2017,240,Ministry of Energy
13626,1.37,8/1/2017,60,Ministry of Energy
13626,1.37,1/1/2018,240,Ministry of Energy
13626,1.37,5/1/2018,45,Ministry of Energy
13662,7.25,9/1/2017,79,Ministry of Energy
13662,7.25,8/1/2017,1422,Ministry of Energy
13664,2.96,7/1/2017,90,Ministry of Energy
13664,2.96,1/1/2018,30,Ministry of Energy
13698,8.14,4/1/2017,240,Ministry of Energy
13698,8.14,12/1/2017,1152,Ministry of Energy
13698,8.14,4/1/2018,384,Ministry of Energy
13698,8.14,5/1/2017,576,Ministry of Energy
13735,0.74,6/1/2017,104,Ministry of Energy
13735,0.74,8/1/2017,26,Ministry of Energy
13735,0.74,12/1/2017,91,Ministry of Energy
13735,0.74,9/1/2017,78,Ministry of Energy
13806,3.06,4/1/2017,60,Ministry of Energy
13806,3.06,12/1/2017,20,Ministry of Energy
13806,3.06,4/1/2018,70,Ministry of Energy
13806,3.06,5/1/2017,160,Ministry of Energy
13823,8.96,4/1/2017,1500,Ministry of Energy
13823,8.96,10/1/2017,2250,Ministry of Energy
13823,8.96,4/1/2018,1250,Ministry of Energy
13825,3.8,6/1/2017,252,Ministry of Energy
13825,3.8,12/1/2017,168,Ministry of Energy
13945,9.57,4/1/2017,13500,Ministry of Energy
13945,9.57,10/1/2017,500,Ministry of Energy
13945,9.57,4/1/2018,500,Ministry of Energy
13983,3.37,4/1/2017,540,Ministry of Energy
13983,3.37,4/1/2018,90,Ministry of Energy
14043,10.05,11/1/2017,35000,Ministry of Energy
14043,10.05,2/1/2018,45000,Ministry of Energy
14043,10.05,5/1/2018,60000,Ministry of Energy
14057,2.32,11/1/2017,8820,Ministry of Energy
14057,2.32,8/1/2017,8820,Ministry of Energy
14057,2.32,1/1/2018,8820,Ministry of Energy
14057,2.32,5/1/2018,8820,Ministry of Energy
14243,4.82,6/1/2017,357,Ministry of Energy
14243,4.82,10/1/2017,952,Ministry of Energy
14243,4.82,3/1/2018,357,Ministry of Energy
14267,10.01,3/1/2018,3150,Ministry of Energy
14267,10.01,5/1/2017,2835,Ministry of Energy
14268,4.34,3/1/2018,17550,Ministry of Energy
14268,4.34,5/1/2017,7800,Ministry of Energy
14457,9.43,6/1/2017,686,Ministry of Energy
14457,9.43,12/1/2017,490,Ministry of Energy
14468,2.23,6/1/2017,150,Ministry of Energy
14469,0.54,7/1/2017,330,Ministry of Energy
14469,0.54,1/1/2018,264,Ministry of Energy
14552,8.34,6/1/2017,648,Ministry of Energy
14552,8.34,10/1/2017,5832,Ministry of Energy
14552,8.34,3/1/2018,432,Ministry of Energy
14564,10.94,11/1/2017,3260,Ministry of Energy
14564,10.94,2/1/2018,2445,Ministry of Energy
14564,10.94,5/1/2018,815,Ministry of Energy
14578,9.11,1/1/2018,1185,Ministry of Energy
14578,9.11,2/1/2018,2350,Ministry of Energy
14578,9.11,4/1/2018,1242,Ministry of Energy
14578,9.11,7/1/2017,171,Ministry of Energy
14578,9.11,10/1/2017,1336,Ministry of Energy
14578,9.11,5/1/2018,4110,Ministry of Energy
14578,9.11,8/1/2017,390,Ministry of Energy
14578,9.11,6/1/2017,1560,Ministry of Energy
14578,9.11,4/1/2017,291,Ministry of Energy
14578,9.11,3/1/2018,201,Ministry of Energy
14578,9.11,11/1/2017,1152,Ministry of Energy
14578,9.11,12/1/2017,46,Ministry of Energy
14578,9.11,5/1/2017,126,Ministry of Energy
14579,7.52,7/1/2017,1059,Ministry of Energy
14579,7.52,2/1/2018,4236,Ministry of Energy
14579,7.52,9/1/2017,2824,Ministry of Energy
14581,6.67,11/1/2017,398,Ministry of Energy
14581,6.67,1/1/2018,1592,Ministry of Energy
14581,6.67,8/1/2017,597,Ministry of Energy
14581,6.67,7/1/2017,597,Ministry of Energy
14581,6.67,2/1/2018,3582,Ministry of Energy
14581,6.67,5/1/2018,398,Ministry of Energy
14581,6.67,9/1/2017,1194,Ministry of Energy
14583,7.42,5/1/2017,184,Ministry of Energy
14583,7.42,3/1/2018,460,Ministry of Energy
14589,1.22,5/1/2017,990,Ministry of Energy
14589,1.22,11/1/2017,264,Ministry of Energy
14589,1.22,5/1/2018,132,Ministry of Energy
14589,1.22,2/1/2018,594,Ministry of Energy
14589,1.22,3/1/2018,660,Ministry of Energy
14675,2.16,9/1/2017,540,Ministry of Energy
14759,4.96,1/1/2018,1414,Ministry of Energy
14802,2.52,12/1/2017,120,Ministry of Energy
14890,0.72,6/1/2017,228,Ministry of Energy
15044,5.76,4/1/2017,1269,Ministry of Energy
15044,5.76,12/1/2017,658,Ministry of Energy
15044,5.76,4/1/2018,376,Ministry of Energy
15044,5.76,5/1/2017,846,Ministry of Energy
15228,5.19,6/1/2017,456,Ministry of Energy
15228,5.19,10/1/2017,57,Ministry of Energy
15228,5.19,3/1/2018,228,Ministry of Energy
15229,3.92,11/1/2017,30688,Ministry of Energy
15229,3.92,7/1/2017,10960,Ministry of Energy
15229,3.92,1/1/2018,19728,Ministry of Energy
15229,3.92,9/1/2017,13152,Ministry of Energy
15229,3.92,8/1/2017,30688,Ministry of Energy
15229,3.92,2/1/2018,4384,Ministry of Energy
15229,3.92,5/1/2018,19728,Ministry of Energy
15314,1.67,2/1/2018,1224,Ministry of Energy
15314,1.67,11/1/2017,1224,Ministry of Energy
15314,1.67,1/1/2018,408,Ministry of Energy
15314,1.67,7/1/2017,408,Ministry of Energy
15314,1.67,8/1/2017,272,Ministry of Energy
15314,1.67,5/1/2018,408,Ministry of Energy
15314,1.67,9/1/2017,1360,Ministry of Energy
15316,1.5,10/1/2017,21312,Ministry of Energy
15316,1.5,5/1/2017,20880,Ministry of Energy
15316,1.5,9/1/2017,6916,Ministry of Energy
15316,1.5,7/1/2017,14022,Ministry of Energy
15316,1.5,3/1/2018,20608,Ministry of Energy
15316,1.5,12/1/2017,20034,Ministry of Energy
15316,1.5,2/1/2018,26520,Ministry of Energy
15316,1.5,8/1/2017,979,Ministry of Energy
15316,1.5,1/1/2018,7576,Ministry of Energy
15316,1.5,11/1/2017,5220,Ministry of Energy
15316,1.5,5/1/2018,6960,Ministry of Energy
15316,1.5,4/1/2017,6525,Ministry of Energy
15316,1.5,4/1/2018,8700,Ministry of Energy
15316,1.5,6/1/2017,3620,Ministry of Energy
15330,9.42,6/1/2017,4000,Ministry of Energy
15339,5.73,6/1/2017,3600,Ministry of Energy
15375,0.56,7/1/2017,1791,Ministry of Energy
15375,0.56,1/1/2018,1194,Ministry of Energy
15669,8.75,11/1/2017,3090,Ministry of Energy
15669,8.75,1/1/2018,1236,Ministry of Energy
15669,8.75,8/1/2017,1854,Ministry of Energy
15669,8.75,5/1/2018,824,Ministry of Energy
15692,9.48,10/1/2017,252,Ministry of Energy
15707,4.54,11/1/2017,500,Ministry of Energy
15707,4.54,5/1/2018,250,Ministry of Energy
15785,7.13,3/1/2018,960,Ministry of Energy
15785,7.13,5/1/2017,1440,Ministry of Energy
16022,7.73,4/1/2017,180,Ministry of Energy
16022,7.73,4/1/2018,80,Ministry of Energy
16033,5.28,6/1/2017,533,Ministry of Energy
16033,5.28,10/1/2017,9594,Ministry of Energy
16033,5.28,3/1/2018,4264,Ministry of Energy
16286,4.51,8/1/2017,936,Ministry of Energy
16581,4.62,4/1/2017,54,Ministry of Energy
16581,4.62,6/1/2017,243,Ministry of Energy
16581,4.62,10/1/2017,126,Ministry of Energy
16581,4.62,12/1/2017,189,Ministry of Energy
16581,4.62,4/1/2018,126,Ministry of Energy
16581,4.62,3/1/2018,27,Ministry of Energy
16581,4.62,5/1/2017,54,Ministry of Energy
16687,6.2,4/1/2017,1836,Ministry of Energy
16687,6.2,12/1/2017,1377,Ministry of Energy
16687,6.2,4/1/2018,918,Ministry of Energy
16687,6.2,5/1/2017,918,Ministry of Energy
16716,5.35,11/1/2017,108,Ministry of Energy
16716,5.35,7/1/2017,63,Ministry of Energy
16716,5.35,8/1/2017,9,Ministry of Energy
16716,5.35,1/1/2018,90,Ministry of Energy
16716,5.35,2/1/2018,270,Ministry of Energy
16716,5.35,5/1/2018,81,Ministry of Energy
16716,5.35,9/1/2017,18,Ministry of Energy
16726,4.33,9/1/2017,279,Ministry of Energy
16726,4.33,7/1/2017,465,Ministry of Energy
16726,4.33,2/1/2018,279,Ministry of Energy
16727,0.02,11/1/2017,116,Ministry of Energy
16727,0.02,8/1/2017,870,Ministry of Energy
16727,0.02,1/1/2018,232,Ministry of Energy
16727,0.02,5/1/2018,580,Ministry of Energy
16963,1.19,8/1/2017,675,Ministry of Energy
16963,1.19,9/1/2017,225,Ministry of Energy
17559,0.04,4/1/2017,31752,Ministry of Energy
17559,0.04,4/1/2018,9072,Ministry of Energy
17584,0.8,6/1/2017,1100,Ministry of Energy
17584,0.8,12/1/2017,550,Ministry of Energy
17609,7.06,6/1/2017,343,Ministry of Energy
17609,7.06,12/1/2017,882,Ministry of Energy
17619,7.74,7/1/2017,22224,Ministry of Energy
17619,7.74,9/1/2017,25002,Ministry of Energy
17619,7.74,2/1/2018,27780,Ministry of Energy
17623,10.1,3/1/2018,540,Ministry of Energy
17623,10.1,5/1/2017,480,Ministry of Energy
17626,6.45,6/1/2017,15,Ministry of Energy
17626,6.45,12/1/2017,60,Ministry of Energy
17754,6.78,11/1/2017,324,Ministry of Energy
17754,6.78,2/1/2018,567,Ministry of Energy
17754,6.78,5/1/2018,405,Ministry of Energy
18132,10.97,6/1/2017,28,Ministry of Energy
18132,10.97,12/1/2017,28,Ministry of Energy
18252,7.99,4/1/2017,840,Ministry of Energy
18252,7.99,10/1/2017,1680,Ministry of Energy
18252,7.99,4/1/2018,3600,Ministry of Energy
18255,7.21,5/1/2017,100,Ministry of Energy
18362,3.74,9/1/2017,51,Ministry of Energy
18362,3.74,8/1/2017,306,Ministry of Energy
18410,0.16,11/1/2017,930,Ministry of Energy
18410,0.16,7/1/2017,744,Ministry of Energy
18410,0.16,9/1/2017,1488,Ministry of Energy
18410,0.16,8/1/2017,372,Ministry of Energy
18410,0.16,2/1/2018,1488,Ministry of Energy
18410,0.16,1/1/2018,1488,Ministry of Energy
18410,0.16,5/1/2018,2790,Ministry of Energy
18558,4.18,11/1/2017,2720,Ministry of Energy
18558,4.18,8/1/2017,5440,Ministry of Energy
18558,4.18,1/1/2018,1088,Ministry of Energy
18558,4.18,5/1/2018,3264,Ministry of Energy
18573,6.08,11/1/2017,2254,Ministry of Energy
18573,6.08,7/1/2017,805,Ministry of Energy
18573,6.08,8/1/2017,1932,Ministry of Energy
18573,6.08,9/1/2017,805,Ministry of Energy
18573,6.08,1/1/2018,1288,Ministry of Energy
18573,6.08,2/1/2018,2898,Ministry of Energy
18573,6.08,5/1/2018,805,Ministry of Energy
18574,9.67,8/1/2017,1440,Ministry of Energy
18574,9.67,9/1/2017,5400,Ministry of Energy
18749,2.5,11/1/2017,24,Ministry of Energy
18749,2.5,5/1/2018,18,Ministry of Energy
18764,3.64,9/1/2017,9290,Ministry of Energy
18764,3.64,8/1/2017,5574,Ministry of Energy
18935,4.22,4/1/2017,12000,Ministry of Energy
18935,4.22,4/1/2018,9000,Ministry of Energy
18942,6.16,4/1/2017,27,Ministry of Energy
18942,6.16,6/1/2017,81,Ministry of Energy
18942,6.16,5/1/2017,36,Ministry of Energy
18942,6.16,12/1/2017,60,Ministry of Energy
18942,6.16,10/1/2017,24,Ministry of Energy
18942,6.16,3/1/2018,81,Ministry of Energy
18942,6.16,4/1/2018,24,Ministry of Energy
18976,8.75,4/1/2017,900,Ministry of Energy
18976,8.75,4/1/2018,1500,Ministry of Energy
19020,6.2,7/1/2017,8400,Ministry of Energy
19074,6.62,1/1/2018,200,Ministry of Energy
19078,6.2,10/1/2017,25290,Ministry of Energy
19078,6.2,7/1/2017,19455,Ministry of Energy
19078,6.2,9/1/2017,1214,Ministry of Energy
19078,6.2,4/1/2017,5094,Ministry of Energy
19078,6.2,4/1/2018,5094,Ministry of Energy
19078,6.2,5/1/2017,8460,Ministry of Energy
19078,6.2,3/1/2018,5076,Ministry of Energy
19078,6.2,8/1/2017,5495,Ministry of Energy
19078,6.2,12/1/2017,9420,Ministry of Energy
19078,6.2,2/1/2018,18840,Ministry of Energy
19078,6.2,1/1/2018,6525,Ministry of Energy
19078,6.2,6/1/2017,1390,Ministry of Energy
19078,6.2,11/1/2017,11826,Ministry of Energy
19078,6.2,5/1/2018,1971,Ministry of Energy
19083,4.25,4/1/2017,720,Ministry of Energy
19083,4.25,5/1/2017,360,Ministry of Energy
19083,4.25,6/1/2017,360,Ministry of Energy
19083,4.25,12/1/2017,1440,Ministry of Energy
19083,4.25,10/1/2017,2700,Ministry of Energy
19083,4.25,3/1/2018,1440,Ministry of Energy
19083,4.25,4/1/2018,540,Ministry of Energy
19208,2.53,4/1/2017,180,Ministry of Energy
19208,2.53,6/1/2017,144,Ministry of Energy
19208,2.53,5/1/2017,84,Ministry of Energy
19208,2.53,10/1/2017,168,Ministry of Energy
19208,2.53,12/1/2017,360,Ministry of Energy
19208,2.53,4/1/2018,36,Ministry of Energy
19208,2.53,3/1/2018,192,Ministry of Energy
19215,5.95,8/1/2017,8176,Ministry of Energy
19215,5.95,2/1/2018,2336,Ministry of Energy
19215,5.95,11/1/2017,2920,Ministry of Energy
19215,5.95,5/1/2018,2336,Ministry of Energy
19215,5.95,9/1/2017,14016,Ministry of Energy
19215,5.95,7/1/2017,17520,Ministry of Energy
19215,5.95,1/1/2018,584,Ministry of Energy
19217,9.75,4/1/2017,476,Ministry of Energy
19217,9.75,6/1/2017,68,Ministry of Energy
19217,9.75,5/1/2017,612,Ministry of Energy
19217,9.75,12/1/2017,714,Ministry of Energy
19217,9.75,4/1/2018,306,Ministry of Energy
19217,9.75,10/1/2017,816,Ministry of Energy
19217,9.75,3/1/2018,476,Ministry of Energy
19219,7.91,6/1/2017,3450,Ministry of Energy
19219,7.91,10/1/2017,1150,Ministry of Energy
19219,7.91,3/1/2018,3450,Ministry of Energy
19223,4.63,7/1/2017,120,Ministry of Energy
19228,1.55,4/1/2017,1128,Ministry of Energy
19228,1.55,6/1/2017,10152,Ministry of Energy
19228,1.55,5/1/2017,6768,Ministry of Energy
19228,1.55,10/1/2017,1128,Ministry of Energy
19228,1.55,12/1/2017,1692,Ministry of Energy
19228,1.55,3/1/2018,6768,Ministry of Energy
19228,1.55,4/1/2018,564,Ministry of Energy
19232,7.78,11/1/2017,14464,Ministry of Energy
19232,7.78,7/1/2017,1808,Ministry of Energy
19232,7.78,8/1/2017,10848,Ministry of Energy
19232,7.78,2/1/2018,24408,Ministry of Energy
19232,7.78,1/1/2018,13560,Ministry of Energy
19232,7.78,9/1/2017,7232,Ministry of Energy
19232,7.78,5/1/2018,7232,Ministry of Energy
19234,2.83,11/1/2017,2100,Ministry of Energy
19234,2.83,5/1/2017,4900,Ministry of Energy
19234,2.83,2/1/2018,8400,Ministry of Energy
19234,2.83,5/1/2018,700,Ministry of Energy
19234,2.83,3/1/2018,18900,Ministry of Energy
19237,7.43,11/1/2017,270,Ministry of Energy
19237,7.43,1/1/2018,105,Ministry of Energy
19237,7.43,8/1/2017,270,Ministry of Energy
19237,7.43,5/1/2018,270,Ministry of Energy
19239,4.14,6/1/2017,7100,Ministry of Energy
19239,4.14,8/1/2017,7455,Ministry of Energy
19239,4.14,12/1/2017,6390,Ministry of Energy
19239,4.14,9/1/2017,7100,Ministry of Energy
19241,7.77,2/1/2018,390,Ministry of Energy
19241,7.77,9/1/2017,1170,Ministry of Energy
19241,7.77,7/1/2017,234,Ministry of Energy
19245,9.66,8/1/2017,45072,Ministry of Energy
19245,9.66,11/1/2017,8451,Ministry of Energy
19245,9.66,5/1/2018,19719,Ministry of Energy
19245,9.66,2/1/2018,84510,Ministry of Energy
19245,9.66,9/1/2017,22536,Ministry of Energy
19245,9.66,7/1/2017,59157,Ministry of Energy
19245,9.66,1/1/2018,22536,Ministry of Energy
19246,2.44,6/1/2017,88254,Ministry of Energy
19246,2.44,12/1/2017,49030,Ministry of Energy
19247,2.17,8/1/2017,174,Ministry of Energy
19247,2.17,9/1/2017,261,Ministry of Energy
19248,4.71,11/1/2017,368,Ministry of Energy
19248,4.71,1/1/2018,207,Ministry of Energy
19248,4.71,8/1/2017,276,Ministry of Energy
19248,4.71,7/1/2017,115,Ministry of Energy
19248,4.71,2/1/2018,414,Ministry of Energy
19248,4.71,5/1/2018,69,Ministry of Energy
19248,4.71,9/1/2017,368,Ministry of Energy
19250,3.77,8/1/2017,973,Ministry of Energy
19250,3.77,3/1/2018,762,Ministry of Energy
19250,3.77,12/1/2017,339,Ministry of Energy
19250,3.77,10/1/2017,2240,Ministry of Energy
19250,3.77,4/1/2018,1358,Ministry of Energy
19250,3.77,5/1/2018,582,Ministry of Energy
19250,3.77,4/1/2017,1232,Ministry of Energy
19250,3.77,6/1/2017,1848,Ministry of Energy
19250,3.77,11/1/2017,528,Ministry of Energy
19250,3.77,9/1/2017,2430,Ministry of Energy
19250,3.77,1/1/2018,124,Ministry of Energy
19250,3.77,5/1/2017,360,Ministry of Energy
19250,3.77,7/1/2017,450,Ministry of Energy
19250,3.77,2/1/2018,1188,Ministry of Energy
19329,1.73,10/1/2017,1032,Ministry of Energy
19329,1.73,4/1/2017,2408,Ministry of Energy
19329,1.73,7/1/2017,3440,Ministry of Energy
19329,1.73,1/1/2018,4644,Ministry of Energy
19329,1.73,4/1/2018,2064,Ministry of Energy
19331,4.12,7/1/2017,24,Ministry of Energy
19331,4.12,2/1/2018,120,Ministry of Energy
19331,4.12,9/1/2017,16,Ministry of Energy
19441,2.83,10/1/2017,400,Ministry of Energy
19441,2.83,3/1/2018,400,Ministry of Energy
19441,2.83,6/1/2017,3000,Ministry of Energy
19443,1.07,11/1/2017,932,Ministry of Energy
19443,1.07,7/1/2017,233,Ministry of Energy
19443,1.07,8/1/2017,2097,Ministry of Energy
19443,1.07,1/1/2018,3495,Ministry of Energy
19443,1.07,2/1/2018,4194,Ministry of Energy
19443,1.07,5/1/2018,699,Ministry of Energy
19443,1.07,9/1/2017,1864,Ministry of Energy
19445,7.16,5/1/2017,2740,Ministry of Energy
19445,7.16,4/1/2017,8220,Ministry of Energy
19445,7.16,4/1/2018,2192,Ministry of Energy
19445,7.16,10/1/2017,822,Ministry of Energy
19445,7.16,12/1/2017,1644,Ministry of Energy
19445,7.16,3/1/2018,7398,Ministry of Energy
19445,7.16,6/1/2017,1918,Ministry of Energy
19446,3.99,5/1/2017,6390,Ministry of Energy
19446,3.99,4/1/2017,710,Ministry of Energy
19446,3.99,4/1/2018,4260,Ministry of Energy
19446,3.99,10/1/2017,3550,Ministry of Energy
19446,3.99,12/1/2017,2130,Ministry of Energy
19446,3.99,3/1/2018,8520,Ministry of Energy
19446,3.99,6/1/2017,1775,Ministry of Energy
19448,0.69,2/1/2018,840,Ministry of Energy
19448,0.69,5/1/2018,178,Ministry of Energy
19448,0.69,7/1/2017,704,Ministry of Energy
19448,0.69,10/1/2017,936,Ministry of Energy
19448,0.69,4/1/2018,340,Ministry of Energy
19448,0.69,3/1/2018,195,Ministry of Energy
19448,0.69,11/1/2017,848,Ministry of Energy
19448,0.69,8/1/2017,792,Ministry of Energy
19448,0.69,5/1/2017,168,Ministry of Energy
19448,0.69,4/1/2017,984,Ministry of Energy
19448,0.69,1/1/2018,820,Ministry of Energy
19448,0.69,9/1/2017,198,Ministry of Energy
19448,0.69,12/1/2017,300,Ministry of Energy
19448,0.69,6/1/2017,189,Ministry of Energy
19450,6.11,11/1/2017,26800,Ministry of Energy
19450,6.11,7/1/2017,10720,Ministry of Energy
19450,6.11,8/1/2017,13400,Ministry of Energy
19450,6.11,1/1/2018,16080,Ministry of Energy
19450,6.11,2/1/2018,10720,Ministry of Energy
19450,6.11,5/1/2018,8040,Ministry of Energy
19450,6.11,9/1/2017,32160,Ministry of Energy
19522,5.74,11/1/2017,13347,Ministry of Energy
19522,5.74,8/1/2017,26694,Ministry of Energy
19522,5.74,1/1/2018,26694,Ministry of Energy
19522,5.74,5/1/2018,20762,Ministry of Energy
19524,2.53,7/1/2017,3894,Ministry of Energy
19696,9.07,8/1/2017,2788,Ministry of Energy
19696,9.07,3/1/2018,27864,Ministry of Energy
19696,9.07,10/1/2017,7200,Ministry of Energy
19696,9.07,5/1/2017,3368,Ministry of Energy
19696,9.07,1/1/2018,9825,Ministry of Energy
19696,9.07,4/1/2017,1569,Ministry of Energy
19696,9.07,4/1/2018,8368,Ministry of Energy
19696,9.07,11/1/2017,7848,Ministry of Energy
19696,9.07,5/1/2018,6540,Ministry of Energy
19696,9.07,9/1/2017,2616,Ministry of Energy
19696,9.07,7/1/2017,10440,Ministry of Energy
19696,9.07,2/1/2018,2349,Ministry of Energy
19696,9.07,12/1/2017,2900,Ministry of Energy
19723,4.81,11/1/2017,28,Ministry of Energy
19723,4.81,2/1/2018,32,Ministry of Energy
19723,4.81,5/1/2018,108,Ministry of Energy
19747,3.37,11/1/2017,320,Ministry of Energy
19747,3.37,5/1/2017,120,Ministry of Energy
19747,3.37,2/1/2018,240,Ministry of Energy
19747,3.37,3/1/2018,100,Ministry of Energy
19747,3.37,5/1/2018,40,Ministry of Energy
19748,4.26,12/1/2017,200,Ministry of Energy
19751,3.34,8/1/2017,37264,Ministry of Energy
19751,3.34,6/1/2017,48909,Ministry of Energy
19751,3.34,12/1/2017,9316,Ministry of Energy
19751,3.34,9/1/2017,41922,Ministry of Energy
19837,1.18,8/1/2017,4570,Ministry of Energy
19837,1.18,1/1/2018,6398,Ministry of Energy
19837,1.18,10/1/2017,8226,Ministry of Energy
19837,1.18,6/1/2017,9597,Ministry of Energy
19837,1.18,4/1/2017,3199,Ministry of Energy
19837,1.18,11/1/2017,914,Ministry of Energy
19837,1.18,7/1/2017,4570,Ministry of Energy
19837,1.18,5/1/2017,4570,Ministry of Energy
19837,1.18,4/1/2018,12339,Ministry of Energy
19837,1.18,2/1/2018,1371,Ministry of Energy
19837,1.18,3/1/2018,5484,Ministry of Energy
19837,1.18,12/1/2017,1828,Ministry of Energy
19837,1.18,5/1/2018,8226,Ministry of Energy
19837,1.18,9/1/2017,4570,Ministry of Energy
19838,5.64,10/1/2017,14958,Ministry of Energy
19838,5.64,6/1/2017,6648,Ministry of Energy
19838,5.64,4/1/2017,1108,Ministry of Energy
19838,5.64,5/1/2017,1108,Ministry of Energy
19838,5.64,4/1/2018,9972,Ministry of Energy
19838,5.64,3/1/2018,4432,Ministry of Energy
19838,5.64,12/1/2017,3324,Ministry of Energy
19839,8.28,10/1/2017,609,Ministry of Energy
19839,8.28,6/1/2017,1740,Ministry of Energy
19839,8.28,3/1/2018,2349,Ministry of Energy
19840,8.22,5/1/2017,2800,Ministry of Energy
19840,8.22,3/1/2018,1200,Ministry of Energy
19841,9.92,10/1/2017,3672,Ministry of Energy
19841,9.92,6/1/2017,2754,Ministry of Energy
19841,9.92,4/1/2017,1377,Ministry of Energy
19841,9.92,5/1/2017,2295,Ministry of Energy
19841,9.92,4/1/2018,306,Ministry of Energy
19841,9.92,3/1/2018,1377,Ministry of Energy
19841,9.92,12/1/2017,1377,Ministry of Energy
19846,10.8,8/1/2017,13473,Ministry of Energy
19846,10.8,1/1/2018,1996,Ministry of Energy
19846,10.8,10/1/2017,5988,Ministry of Energy
19846,10.8,6/1/2017,499,Ministry of Energy
19846,10.8,4/1/2017,1497,Ministry of Energy
19846,10.8,11/1/2017,10479,Ministry of Energy
19846,10.8,7/1/2017,1497,Ministry of Energy
19846,10.8,5/1/2017,998,Ministry of Energy
19846,10.8,2/1/2018,4491,Ministry of Energy
19846,10.8,4/1/2018,2994,Ministry of Energy
19846,10.8,3/1/2018,8982,Ministry of Energy
19846,10.8,12/1/2017,13473,Ministry of Energy
19846,10.8,5/1/2018,998,Ministry of Energy
19846,10.8,9/1/2017,5988,Ministry of Energy
19847,5.13,5/1/2017,216,Ministry of Energy
19848,10.98,10/1/2017,594,Ministry of Energy
19848,10.98,4/1/2017,2772,Ministry of Energy
19848,10.98,4/1/2018,1980,Ministry of Energy
19852,9.67,10/1/2017,500,Ministry of Energy
19852,9.67,6/1/2017,600,Ministry of Energy
19852,9.67,4/1/2017,400,Ministry of Energy
19852,9.67,5/1/2017,750,Ministry of Energy
19852,9.67,4/1/2018,400,Ministry of Energy
19852,9.67,3/1/2018,900,Ministry of Energy
19852,9.67,12/1/2017,1050,Ministry of Energy
19854,10.91,8/1/2017,20,Ministry of Energy
19861,0.36,8/1/2017,368,Ministry of Energy
19861,0.36,11/1/2017,552,Ministry of Energy
19861,0.36,7/1/2017,414,Ministry of Energy
19861,0.36,1/1/2018,644,Ministry of Energy
19861,0.36,2/1/2018,1242,Ministry of Energy
19861,0.36,5/1/2018,230,Ministry of Energy
19861,0.36,9/1/2017,1380,Ministry of Energy
19867,1.69,5/1/2017,516,Ministry of Energy
19867,1.69,3/1/2018,1032,Ministry of Energy
19881,4.79,2/1/2018,14094,Ministry of Energy
19888,5.29,10/1/2017,4256,Ministry of Energy
19888,5.29,4/1/2017,2128,Ministry of Energy
19888,5.29,4/1/2018,2128,Ministry of Energy
19890,7.99,10/1/2017,656,Ministry of Energy
19890,7.99,4/1/2017,82,Ministry of Energy
19890,7.99,6/1/2017,574,Ministry of Energy
19890,7.99,5/1/2017,820,Ministry of Energy
19890,7.99,4/1/2018,984,Ministry of Energy
19890,7.99,12/1/2017,164,Ministry of Energy
19890,7.99,3/1/2018,820,Ministry of Energy
19891,1.51,4/1/2017,1162,Ministry of Energy
19891,1.51,6/1/2017,1944,Ministry of Energy
19891,1.51,11/1/2017,648,Ministry of Energy
19891,1.51,5/1/2017,1480,Ministry of Energy
