"Expense Code,Month,Expense Quantity,Government Entity",
"21938,43009,24000,Ministry of Education",
"21938,42826,10000,Ministry of Education",
"21938,43070,8000,Ministry of Education",
"21938,42856,8000,Ministry of Education",
"21938,43191,8000,Ministry of Education",
"21938,43160,24000,Ministry of Education",
"21941,43009,6,Ministry of Health",
"21941,42826,12,Ministry of Health",
"21941,43191,60,Ministry of Health",
"21942,43070,3000,Ministry of Health",
"21943,42887,35,Ministry of Health",
"21943,43070,168,Ministry of Health",
"21944,42887,651,Ministry of Health",
"21944,42826,124,Ministry of Health",
"21944,43070,558,Ministry of Health",
"21944,42856,372,Ministry of Health",
"21944,43191,558,Ministry of Health",
"21944,43009,372,Ministry of Health",
"21944,43160,186,Ministry of Health",
"21945,43040,2400,Ministry of Energy",
"21945,43132,600,Ministry of Energy",
"21945,43221,2400,Ministry of Energy",
"21947,42917,400,Ministry of Education",
"21947,43101,750,Ministry of Education",
"21948,42826,4050,Ministry of Education",
"21948,43070,600,Ministry of Education",
"21948,42856,600,Ministry of Education",
"21948,43191,3150,Ministry of Education",
"21949,42917,2220,Ministry of Education",
"21949,43040,1184,Ministry of Education",
"21949,43132,1332,Ministry of Education",
"21949,42948,592,Ministry of Education",
"21949,43101,444,Ministry of Education",
"21949,42979,666,Ministry of Education",
"21949,43221,518,Ministry of Education",
"21950,42917,5400,Ministry of Education",
"21950,43132,6480,Ministry of Education",
"21950,42979,4320,Ministry of Education",
"21952,42887,60,Ministry of Health",
"21953,43009,500,Ministry of Education",
"21953,42887,300,Ministry of Education",
"21953,43160,450,Ministry of Education",
"21954,42948,12,Ministry of Energy",
"21954,42979,288,Ministry of Energy",
"21955,42917,4416,Ministry of Energy",
"21955,43132,9936,Ministry of Energy",
"21955,42979,13248,Ministry of Energy",
"21959,42856,168,Ministry of Health",
"21959,43160,252,Ministry of Health",
"21960,42887,20250,Ministry of Energy",
"21960,42948,750,Ministry of Energy",
"21960,43070,7500,Ministry of Energy",
"21960,42979,6750,Ministry of Energy",
"21962,43132,2000,Ministry of Energy",
"21967,42856,378,Ministry of Education",
"21967,42826,252,Ministry of Education",
"21967,43191,420,Ministry of Education",
"21967,43070,882,Ministry of Education",
"21969,42917,5265,Ministry of Health",
"21969,43132,4212,Ministry of Health",
"21969,42948,3159,Ministry of Health",
"21969,43040,7020,Ministry of Health",
"21969,43101,1053,Ministry of Health",
"21969,43221,2808,Ministry of Health",
"21969,42979,2808,Ministry of Health",
"21970,42826,200,Ministry of Health",
"21970,43191,60,Ministry of Health",
"21971,43132,15,Ministry of Energy",
"21971,43040,60,Ministry of Energy",
"21971,43221,25,Ministry of Energy",
"21972,43132,350,Ministry of Energy",
"21972,43040,350,Ministry of Energy",
"21972,43221,1050,Ministry of Energy",
"21973,43040,600,Ministry of Health",
"21973,43221,1440,Ministry of Health",
"21975,43009,150,Ministry of Education",
"21976,42917,7896,Ministry of Energy",
"21979,43009,1017,Ministry of Energy",
"21979,42887,2712,Ministry of Energy",
"21979,43160,2034,Ministry of Energy",
"21982,42917,196,Ministry of Health",
"21982,43132,224,Ministry of Health",
"21982,42948,168,Ministry of Health",
"21982,43040,336,Ministry of Health",
"21982,43101,126,Ministry of Health",
"21982,43221,140,Ministry of Health",
"21982,42979,14,Ministry of Health",
"21984,42856,8004,Ministry of Health",
"21984,43132,24012,Ministry of Health",
"21984,43040,72036,Ministry of Health",
"21984,43160,16008,Ministry of Health",
"21984,43221,10672,Ministry of Health",
"21985,42979,13500,Ministry of Health",
"21986,42856,45,Ministry of Health",
"21986,43160,270,Ministry of Health",
"21989,43040,168,Ministry of Energy",
"21989,42948,1008,Ministry of Energy",
"21989,43101,784,Ministry of Energy",
"21989,43221,1008,Ministry of Energy",
"21990,42826,800,Ministry of Health",
"21990,43191,400,Ministry of Health",
"21991,42856,1242,Ministry of Energy",
"21991,42826,690,Ministry of Energy",
"21991,43191,138,Ministry of Energy",
"21991,43009,460,Ministry of Energy",
"21991,43070,184,Ministry of Energy",
"21991,43160,138,Ministry of Energy",
"21991,42887,552,Ministry of Energy",
"21992,42826,15426,Ministry of Energy",
"21992,42917,15426,Ministry of Energy",
"21992,43101,20568,Ministry of Energy",
"21992,43191,13712,Ministry of Energy",
"21992,43009,3428,Ministry of Energy",
"21993,43009,3330,Ministry of Energy",
"21993,43160,740,Ministry of Energy",
"21993,42887,370,Ministry of Energy",
"21994,42856,1200,Ministry of Health",
"21998,42948,5670,Ministry of Energy",
"21998,43070,2835,Ministry of Energy",
"21998,42887,9072,Ministry of Energy",
"21998,42979,5103,Ministry of Energy",
"22001,42856,160,Ministry of Housing",
"22003,42856,7800,Ministry of Education",
"22003,43132,4550,Ministry of Education",
"22003,43040,5200,Ministry of Education",
"22003,43160,1300,Ministry of Education",
"22003,43221,3250,Ministry of Education",
"22004,42856,4425,Ministry of Health",
"22004,43132,7965,Ministry of Health",
"22004,43040,5310,Ministry of Health",
"22004,43160,1180,Ministry of Health",
"22004,43221,4720,Ministry of Health",
"22005,42826,175,Ministry of Health",
"22005,43191,225,Ministry of Health",
"22006,43132,11984,Ministry of Education",
"22006,43040,10272,Ministry of Education",
"22006,43221,17976,Ministry of Education",
"22008,42917,3250,Ministry of Energy",
"22008,43009,8775,Ministry of Energy",
"22008,42826,4550,Ministry of Energy",
"22008,43101,1950,Ministry of Energy",
"22008,43191,650,Ministry of Energy",
"22009,42917,112,Ministry of Health",
"22009,43132,112,Ministry of Health",
"22009,42948,84,Ministry of Health",
"22009,43040,336,Ministry of Health",
"22009,43101,168,Ministry of Health",
"22009,43221,252,Ministry of Health",
"22009,42979,56,Ministry of Health",
"22013,43009,13480,Ministry of Health",
"22013,42887,674,Ministry of Health",
"22013,43160,2696,Ministry of Health",
"22014,42917,304,Ministry of Health",
"22014,43132,456,Ministry of Health",
"22014,42948,456,Ministry of Health",
"22014,43040,456,Ministry of Health",
"22014,43101,608,Ministry of Health",
"22014,43221,684,Ministry of Health",
"22014,42979,304,Ministry of Health",
"22015,42917,16389,Ministry of Energy",
"22015,43132,54630,Ministry of Energy",
"22015,42948,9105,Ministry of Energy",
"22015,43040,12747,Ministry of Energy",
"22015,43101,29136,Ministry of Energy",
"22015,43221,3642,Ministry of Energy",
"22015,42979,5463,Ministry of Energy",
"22016,42856,3736,Ministry of Energy",
"22016,42917,5604,Ministry of Energy",
"22016,43132,14944,Ministry of Energy",
"22016,42948,19614,Ministry of Energy",
"22016,43009,3736,Ministry of Energy",
"22016,43040,4670,Ministry of Energy",
"22016,42826,934,Ministry of Energy",
"22016,42887,8406,Ministry of Energy",
"22016,43101,5604,Ministry of Energy",
"22016,43191,6538,Ministry of Energy",
"22016,43070,5604,Ministry of Energy",
"22016,43160,13076,Ministry of Energy",
"22016,43221,2802,Ministry of Energy",
"22016,42979,8406,Ministry of Energy",
"22016,43009,1566,Ministry of Housing",
"22016,42826,580,Ministry of Housing",
"22016,43191,464,Ministry of Housing",
"22017,42917,320,Ministry of Energy",
"22017,43132,256,Ministry of Energy",
"22017,42948,224,Ministry of Energy",
"22017,43040,960,Ministry of Energy",
"22017,43101,256,Ministry of Energy",
"22017,43221,128,Ministry of Energy",
"22017,42979,224,Ministry of Energy",
"22019,43070,1036,Ministry of Energy",
"22019,42887,654,Ministry of Energy",
"22019,42826,624,Ministry of Energy",
"22019,43191,624,Ministry of Energy",
"22019,43009,800,Ministry of Energy",
"22019,43101,2160,Ministry of Energy",
"22019,43132,760,Ministry of Energy",
"22019,43160,1368,Ministry of Energy",
"22019,43040,1206,Ministry of Energy",
"22019,43221,1206,Ministry of Energy",
"22019,42948,183,Ministry of Energy",
"22019,42856,1539,Ministry of Energy",
"22019,42979,52,Ministry of Energy",
"22019,42917,408,Ministry of Energy",
"22020,42917,148,Ministry of Health",
"22020,43132,2220,Ministry of Health",
"22020,42979,444,Ministry of Health",
"22022,43040,360,Ministry of Education",
"22022,42917,54,Ministry of Education",
"22022,43101,54,Ministry of Education",
"22022,43132,324,Ministry of Education",
"22022,42948,36,Ministry of Education",
"22022,42979,180,Ministry of Education",
"22022,43221,324,Ministry of Education",
"22023,42826,2880,Ministry of Energy",
"22023,43009,180,Ministry of Energy",
"22023,43191,720,Ministry of Energy",
"22023,42917,4320,Ministry of Energy",
"22023,43101,3240,Ministry of Energy",
"22029,42948,5250,Ministry of Energy",
"22029,42979,3500,Ministry of Energy",
"22030,43160,3600,Ministry of Energy",
"22032,42948,468,Ministry of Energy",
"22032,43101,936,Ministry of Energy",
"22032,43040,312,Ministry of Energy",
"22032,43221,1170,Ministry of Energy",
"22034,43009,5103,Ministry of Energy",
"22034,43160,756,Ministry of Energy",
"22034,42887,3024,Ministry of Energy",
"22035,42856,1600,Ministry of Health",
"22035,43160,100,Ministry of Health",
"22037,42826,104,Ministry of Health",
"22037,42887,104,Ministry of Health",
"22037,42856,364,Ministry of Health",
"22037,43191,26,Ministry of Health",
"22037,43009,156,Ministry of Health",
"22037,43070,546,Ministry of Health",
"22037,43160,468,Ministry of Health",
"22038,43040,918,Ministry of Education",
"22038,43132,102,Ministry of Education",
"22038,43221,238,Ministry of Education",
"22041,42887,30,Ministry of Health",
"22042,42856,64,Ministry of Education",
"22045,42856,708,Ministry of Health",
"22045,43040,1770,Ministry of Health",
"22045,43132,1593,Ministry of Health",
"22045,43160,1593,Ministry of Health",
"22045,43221,708,Ministry of Health",
"22050,42887,78,Ministry of Health",
"22050,43009,182,Ministry of Health",
"22050,43160,234,Ministry of Health",
"22052,43070,900,Ministry of Housing",
"22052,42887,500,Ministry of Housing",
"22054,43070,90,Ministry of Energy",
"22054,42856,39,Ministry of Energy",
"22054,42887,130,Ministry of Energy",
"22054,43132,144,Ministry of Energy",
"22054,42948,16,Ministry of Energy",
"22054,43160,216,Ministry of Energy",
"22054,42826,21,Ministry of Energy",
"22054,43040,63,Ministry of Energy",
"22054,43191,14,Ministry of Energy",
"22054,43221,63,Ministry of Energy",
"22054,43009,40,Ministry of Energy",
"22054,42979,54,Ministry of Energy",
"22054,42917,20,Ministry of Energy",
"22054,43101,4,Ministry of Energy",
"22055,42948,7584,Ministry of Health",
"22055,42887,14216,Ministry of Health",
"22055,42979,47979,Ministry of Health",
"22055,43132,10854,Ministry of Health",
"22055,43070,9648,Ministry of Health",
"22055,43160,10278,Ministry of Health",
"22055,42917,8128,Ministry of Health",
"22055,42856,13716,Ministry of Health",
"22055,42826,7620,Ministry of Health",
"22055,43009,6096,Ministry of Health",
"22055,43040,10668,Ministry of Health",
"22055,43101,4064,Ministry of Health",
"22055,43191,2032,Ministry of Health",
"22055,43221,2032,Ministry of Health",
"22056,43070,4626,Ministry of Health",
"22058,42917,15750,Ministry of Energy",
"22058,43132,7875,Ministry of Energy",
"22058,42948,5250,Ministry of Energy",
"22058,43040,1750,Ministry of Energy",
"22058,43101,875,Ministry of Energy",
"22058,43221,15750,Ministry of Energy",
"22058,42979,7000,Ministry of Energy",
"22059,43009,12668,Ministry of Energy",
"22059,43160,38004,Ministry of Energy",
"22059,42887,12668,Ministry of Energy",
"22060,43132,312,Ministry of Energy",
"22060,43040,390,Ministry of Energy",
"22060,43221,624,Ministry of Energy",
"22062,43040,160000,Ministry of Energy",
"22062,42917,180000,Ministry of Energy",
"22062,42948,60000,Ministry of Energy",
"22062,43101,10000,Ministry of Energy",
"22062,43132,300000,Ministry of Energy",
"22062,43221,20000,Ministry of Energy",
"22062,42979,60000,Ministry of Energy",
"22063,42826,157194,Ministry of Health",
"22063,42887,43665,Ministry of Health",
"22063,43009,52398,Ministry of Health",
"22063,42856,157194,Ministry of Health",
"22063,43191,69864,Ministry of Health",
"22063,43070,209592,Ministry of Health",
"22063,43160,78597,Ministry of Health",
"22064,42826,168,Ministry of Health",
"22064,42887,56,Ministry of Health",
"22064,43009,448,Ministry of Health",
"22064,42856,224,Ministry of Health",
"22064,43191,840,Ministry of Health",
"22064,43070,336,Ministry of Health",
"22064,43160,896,Ministry of Health",
"22066,42826,2700,Ministry of Education",
"22066,42887,800,Ministry of Education",
"22066,43009,600,Ministry of Education",
"22066,42856,800,Ministry of Education",
"22066,43191,800,Ministry of Education",
"22066,43070,400,Ministry of Education",
"22066,43160,1600,Ministry of Education",
"22067,42826,12,Ministry of Education",
"22067,43009,126,Ministry of Education",
"22067,42917,48,Ministry of Education",
"22067,43101,48,Ministry of Education",
"22067,43191,90,Ministry of Education",
"22068,43040,363,Ministry of Education",
"22068,42917,2420,Ministry of Education",
"22068,42948,484,Ministry of Education",
"22068,43101,3267,Ministry of Education",
"22068,43132,1452,Ministry of Education",
"22068,43221,2904,Ministry of Education",
"22068,42979,2541,Ministry of Education",
"22070,43101,1,Ministry of Health",
"22071,42917,1701,Ministry of Health",
"22071,43132,1701,Ministry of Health",
"22071,42979,3402,Ministry of Health",
"22073,42856,14,Ministry of Energy",
"22074,42948,584,Ministry of Health",
"22074,42887,1020,Ministry of Health",
"22074,42979,816,Ministry of Health",
"22074,43132,370,Ministry of Health",
"22074,43070,444,Ministry of Health",
"22074,42856,192,Ministry of Health",
"22074,42826,432,Ministry of Health",
"22074,43040,320,Ministry of Health",
"22074,42917,48,Ministry of Health",
"22074,43101,224,Ministry of Health",
"22074,43191,144,Ministry of Health",
"22074,43009,240,Ministry of Health",
"22074,43160,96,Ministry of Health",
"22074,43221,240,Ministry of Health",
"22075,42917,7000,Ministry of Energy",
"22075,43101,18900,Ministry of Energy",
"22076,42917,132,Ministry of Energy",
"22076,43132,330,Ministry of Energy",
"22076,42979,264,Ministry of Energy",
"22078,42856,224,Ministry of Health",
"22078,42826,168,Ministry of Health",
"22078,43191,420,Ministry of Health",
"22078,43070,224,Ministry of Health",
"22079,42887,3500,Ministry of Health",
"22079,43009,5000,Ministry of Health",
"22079,43160,5000,Ministry of Health",
"22080,43040,1350,Ministry of Energy",
"22080,43132,2025,Ministry of Energy",
"22080,43221,2250,Ministry of Energy",
"22083,42887,5375,Ministry of Health",
"22083,43009,17200,Ministry of Health",
"22083,43160,9675,Ministry of Health",
"22086,43101,101120,Ministry of Health",
"22087,42887,1995,Ministry of Health",
"22087,43070,1330,Ministry of Health",
"22088,42856,10255,Ministry of Health",
"22088,43040,43950,Ministry of Health",
"22088,43132,39555,Ministry of Health",
"22088,43160,10255,Ministry of Health",
"22088,43221,23440,Ministry of Health",
"22089,42826,306,Ministry of Education",
"22089,42856,1224,Ministry of Education",
"22089,43009,153,Ministry of Education",
"22089,42887,153,Ministry of Education",
"22089,43070,765,Ministry of Education",
"22089,43160,510,Ministry of Education",
"22089,43191,816,Ministry of Education",
"22090,43132,80,Ministry of Energy",
"22090,43040,400,Ministry of Energy",
"22090,42917,320,Ministry of Energy",
"22090,42948,480,Ministry of Energy",
"22090,43101,160,Ministry of Energy",
"22090,43221,600,Ministry of Energy",
"22090,42979,320,Ministry of Energy",
"22091,43070,60,Ministry of Health",
"22092,43132,2760,Ministry of Health",
"22092,43040,2208,Ministry of Health",
"22092,42917,276,Ministry of Health",
"22092,42948,4968,Ministry of Health",
"22092,43101,2760,Ministry of Health",
"22092,43221,828,Ministry of Health",
"22092,42979,1932,Ministry of Health",
"22093,43009,2946,Ministry of Energy",
"22093,42826,9820,Ministry of Energy",
"22093,43191,4419,Ministry of Energy",
"22094,42856,138,Ministry of Energy",
"22094,43009,276,Ministry of Energy",
"22094,42826,414,Ministry of Energy",
"22094,43191,966,Ministry of Energy",
"22094,43160,138,Ministry of Energy",
"22094,43070,1035,Ministry of Energy",
"22094,42887,1035,Ministry of Energy",
"22095,43132,450,Ministry of Energy",
"22095,42917,135,Ministry of Energy",
"22095,42979,945,Ministry of Energy",
"22096,43132,2590,Ministry of Health",
"22096,43040,5550,Ministry of Health",
"22096,42917,2220,Ministry of Health",
"22096,42948,3700,Ministry of Health",
"22096,43101,2220,Ministry of Health",
"22096,43221,6660,Ministry of Health",
"22096,42979,9990,Ministry of Health",
"22097,42856,1800,Ministry of Health",
"22098,43132,1674,Ministry of Health",
"22098,43070,372,Ministry of Health",
"22098,42826,512,Ministry of Health",
"22098,43191,1536,Ministry of Health",
"22098,43160,448,Ministry of Health",
"22098,42948,300,Ministry of Health",
"22098,42887,392,Ministry of Health",
"22098,42979,1470,Ministry of Health",
"22098,42856,78,Ministry of Health",
"22098,43009,117,Ministry of Health",
"22098,43040,312,Ministry of Health",
"22098,42917,78,Ministry of Health",
"22098,43101,702,Ministry of Health",
"22098,43221,39,Ministry of Health",
"22099,43009,100,Ministry of Energy",
"22099,43160,30,Ministry of Energy",
"22099,42887,200,Ministry of Energy",
"22100,42856,52,Ministry of Energy",
"22100,42826,351,Ministry of Energy",
"22100,43191,104,Ministry of Energy",
"22100,43070,351,Ministry of Energy",
"22101,43070,36,Ministry of Energy",
"22101,42887,48,Ministry of Energy",
"22102,42948,312,Ministry of Health",
"22102,42979,117,Ministry of Health",
"22135,42826,8,Ministry of Health",
"22135,43009,36,Ministry of Health",
"22135,43191,32,Ministry of Health",
"22154,42826,1572,Ministry of Health",
"22154,43070,3930,Ministry of Health",
"22154,43191,2751,Ministry of Health",
"22154,42856,1572,Ministry of Health",
"22155,43040,21,Ministry of Health",
"22155,43132,36,Ministry of Health",
"22155,43221,24,Ministry of Health",
"22171,43040,114,Ministry of Education",
"22171,43132,912,Ministry of Education",
"22171,42979,171,Ministry of Education",
"22171,42948,342,Ministry of Education",
"22171,43101,57,Ministry of Education",
"22171,42917,114,Ministry of Education",
"22171,43221,114,Ministry of Education",
"22177,42887,96,Ministry of Health",
"22177,43070,48,Ministry of Health",
"22181,42887,288,Ministry of Health",
"22181,43070,160,Ministry of Health",
"22196,42948,1560,Ministry of Education",
"22196,42979,1248,Ministry of Education",
"22200,43040,580,Ministry of Health",
"22200,43132,116,Ministry of Health",
"22200,43160,522,Ministry of Health",
"22200,43221,522,Ministry of Health",
"22200,42856,580,Ministry of Health",
"22201,43040,109,Ministry of Education",
"22201,42948,218,Ministry of Education",
"22201,43101,327,Ministry of Education",
"22201,43221,327,Ministry of Education",
"22215,42917,1215,Ministry of Health",
"22215,42979,162,Ministry of Health",
"22215,43132,162,Ministry of Health",
"22217,43160,328,Ministry of Education",
"22217,42856,492,Ministry of Education",
"22224,42917,228,Ministry of Education",
"22224,42979,456,Ministry of Education",
"22224,43132,171,Ministry of Education",
"22237,42887,25000,Ministry of Education",
"22237,43070,22500,Ministry of Education",
"22251,43040,294,Ministry of Housing",
"22251,42917,336,Ministry of Housing",
"22251,42948,42,Ministry of Housing",
"22251,42979,42,Ministry of Housing",
"22251,43101,126,Ministry of Housing",
"22251,43132,56,Ministry of Housing",
"22251,43221,112,Ministry of Housing",
"22259,42917,34,Ministry of Energy",
"22259,42979,272,Ministry of Energy",
"22259,43132,255,Ministry of Energy",
"22302,42979,810,Ministry of Energy",
"22302,42948,216,Ministry of Energy",
"22323,42826,1200,Ministry of Health",
"22323,43009,2100,Ministry of Health",
"22323,43191,1200,Ministry of Health",
"22327,42887,300,Ministry of Energy",
"22329,43040,1820,Ministry of Health",
"22329,42917,2184,Ministry of Health",
"22329,42948,1092,Ministry of Health",
"22329,43101,1092,Ministry of Health",
"22329,43132,2184,Ministry of Health",
"22329,43221,1820,Ministry of Health",
"22329,42979,2184,Ministry of Health",
"22333,43132,16,Ministry of Health",
"22347,43040,2208,Ministry of Health",
"22347,43132,368,Ministry of Health",
"22347,43160,736,Ministry of Health",
"22347,43221,1104,Ministry of Health",
"22347,42856,1932,Ministry of Health",
"22362,42887,76,Ministry of Health",
"22362,43009,1026,Ministry of Health",
"22362,43160,570,Ministry of Health",
"22384,42948,105,Ministry of Health",
"22387,42917,8688,Ministry of Housing",
"22387,43040,5792,Ministry of Housing",
"22387,42979,39096,Ministry of Housing",
"22387,42948,34752,Ministry of Housing",
"22387,43132,21720,Ministry of Housing",
"22387,43101,39096,Ministry of Housing",
"22387,43221,8688,Ministry of Housing",
"22435,43040,248,Ministry of Health",
"22435,43132,496,Ministry of Health",
"22435,43160,868,Ministry of Health",
"22435,43221,248,Ministry of Health",
"22435,42856,496,Ministry of Health",
"22437,42887,480,Ministry of Health",
"22455,43040,1869,Ministry of Health",
"22455,43132,534,Ministry of Health",
"22455,43160,1424,Ministry of Health",
"22455,43221,1068,Ministry of Health",
"22455,42856,89,Ministry of Health",
"22472,42887,90,Ministry of Education",
"22472,43009,360,Ministry of Education",
"22472,43160,60,Ministry of Education",
"22483,42856,9000,Ministry of Energy",
"22497,42887,120,Ministry of Education",
"22497,43070,840,Ministry of Education",
"22555,42917,30,Ministry of Health",
"22555,43040,60,Ministry of Health",
"22555,42979,48,Ministry of Health",
"22555,42948,36,Ministry of Health",
"22555,43132,48,Ministry of Health",
"22555,43101,72,Ministry of Health",
"22555,43221,54,Ministry of Health",
"22585,42887,1752,Ministry of Education",
"22585,42948,3504,Ministry of Education",
"22585,43070,2190,Ministry of Education",
"22585,42979,219,Ministry of Education",
"22587,42826,375,Ministry of Education",
"22587,42917,675,Ministry of Education",
"22587,43009,1350,Ministry of Education",
"22587,43101,1500,Ministry of Education",
"22587,43191,600,Ministry of Education",
"22588,42917,120,Ministry of Health",
"22588,43101,270,Ministry of Health",
"22594,42917,6720,Ministry of Health",
"22599,43009,10,Ministry of Energy",
"22630,43009,1240,Ministry of Health",
"22632,42887,264,Ministry of Education",
"22632,42948,154,Ministry of Education",
"22632,43070,132,Ministry of Education",
"22632,42979,297,Ministry of Education",
"22632,42917,56,Ministry of Housing",
"22632,42979,42,Ministry of Housing",
"22632,43132,126,Ministry of Housing",
"22633,42887,186,Ministry of Education",
"22633,43009,1116,Ministry of Education",
"22633,43160,124,Ministry of Education",
"22635,42979,864,Ministry of Education",
"22635,42948,1458,Ministry of Education",
"22638,42887,52,Ministry of Energy",
"22638,43070,702,Ministry of Energy",
"22645,43132,48,Ministry of Education",
"22648,42917,45,Ministry of Health",
"22648,43101,105,Ministry of Health",
"22650,42917,4242,Ministry of Health",
"22650,42979,1212,Ministry of Health",
"22650,43132,202,Ministry of Health",
"22651,42826,156,Ministry of Health",
"22651,43070,624,Ministry of Health",
"22651,43191,156,Ministry of Health",
"22651,42856,234,Ministry of Health",
"22664,42948,32157,Ministry of Health",
"22669,42826,2400,Ministry of Energy",
"22669,43191,400,Ministry of Energy",
"22730,42917,72,Ministry of Health",
"22736,42887,594,Ministry of Health",
"22736,43070,660,Ministry of Health",
"22737,42887,150,Ministry of Education",
"22737,43070,300,Ministry of Education",
"22738,42887,360,Ministry of Health",
"22738,43070,288,Ministry of Health",
"22739,42887,88,Ministry of Health",
"22739,43070,220,Ministry of Health",
"22740,42887,96,Ministry of Health",
"22740,43070,96,Ministry of Health",
"22762,42948,9000,Ministry of Education",
"22766,42826,1869,Ministry of Education",
"22766,43191,890,Ministry of Education",
"22791,42826,176,Ministry of Health",
"22791,43070,2640,Ministry of Health",
"22791,43191,176,Ministry of Health",
"22791,42856,1408,Ministry of Health",
"22801,43009,168,Ministry of Energy",
"22801,42826,126,Ministry of Energy",
"22801,42887,630,Ministry of Energy",
"22801,42856,210,Ministry of Energy",
"22801,43191,84,Ministry of Energy",
"22801,43070,63,Ministry of Energy",
"22801,43160,147,Ministry of Energy",
"22803,43040,702,Ministry of Energy",
"22803,42917,2106,Ministry of Energy",
"22803,42948,936,Ministry of Energy",
"22803,43101,117,Ministry of Energy",
"22803,43132,234,Ministry of Energy",
"22803,43221,1170,Ministry of Energy",
"22803,42979,234,Ministry of Energy",
"22804,43009,315,Ministry of Health",
"22804,42826,225,Ministry of Health",
"22804,42887,900,Ministry of Health",
"22804,42856,180,Ministry of Health",
"22804,43040,225,Ministry of Health",
"22804,42917,45,Ministry of Health",
"22804,42948,900,Ministry of Health",
"22804,43101,540,Ministry of Health",
"22804,43132,810,Ministry of Health",
"22804,43191,675,Ministry of Health",
"22804,43070,135,Ministry of Health",
"22804,43160,1215,Ministry of Health",
"22804,43221,270,Ministry of Health",
"22804,42979,540,Ministry of Health",
"22805,43040,1260,Ministry of Health",
"22805,42917,1440,Ministry of Health",
"22805,42948,1800,Ministry of Health",
"22805,43101,3780,Ministry of Health",
"22805,43132,3780,Ministry of Health",
"22805,43221,1620,Ministry of Health",
"22805,42979,2880,Ministry of Health",
"22806,42887,280,Ministry of Education",
"22806,43070,1400,Ministry of Education",
"22807,42856,5292,Ministry of Energy",
"22807,42887,13248,Ministry of Energy",
"22807,43160,6342,Ministry of Energy",
"22807,43009,3951,Ministry of Energy",
"22807,42917,7902,Ministry of Energy",
"22807,43070,2634,Ministry of Energy",
"22807,42826,6372,Ministry of Energy",
"22807,43191,5664,Ministry of Energy",
"22807,42979,10620,Ministry of Energy",
"22807,42948,3924,Ministry of Energy",
"22807,43101,636,Ministry of Energy",
"22807,43132,594,Ministry of Energy",
"22807,43040,2040,Ministry of Energy",
"22807,43221,1020,Ministry of Energy",
"22812,43009,2500,Ministry of Energy",
"22812,42826,500,Ministry of Energy",
"22812,42887,1250,Ministry of Energy",
"22812,42856,750,Ministry of Energy",
"22812,43191,1125,Ministry of Energy",
"22812,43070,375,Ministry of Energy",
"22812,43160,750,Ministry of Energy",
"22853,43040,250,Ministry of Health",
"22853,43132,25,Ministry of Health",
"22853,43221,400,Ministry of Health",
"22856,42887,180,Ministry of Health",
"22856,43070,90,Ministry of Health",
"22896,42887,475,Ministry of Health",
"22896,43070,95,Ministry of Health",
"22909,42887,720,Ministry of Education",
"22909,43070,360,Ministry of Education",
"22912,43040,339,Ministry of Health",
"22912,42948,2034,Ministry of Health",
"22912,43101,452,Ministry of Health",
"22912,43221,3051,Ministry of Health",
"22922,42856,60,Ministry of Health",
"22924,43040,97500,Ministry of Health",
"22924,42948,58500,Ministry of Health",
"22924,43101,52000,Ministry of Health",
"22924,43221,58500,Ministry of Health",
"22934,42917,384,Ministry of Education",
"22945,42826,756,Ministry of Education",
"22945,43040,42,Ministry of Education",
"22945,42887,84,Ministry of Education",
"22945,42917,882,Ministry of Education",
"22945,43009,504,Ministry of Education",
"22945,43070,294,Ministry of Education",
"22945,42979,378,Ministry of Education",
"22945,42948,378,Ministry of Education",
"22945,43132,378,Ministry of Education",
"22945,43191,756,Ministry of Education",
"22945,43160,756,Ministry of Education",
"22945,43101,336,Ministry of Education",
"22945,43221,672,Ministry of Education",
"22945,42856,252,Ministry of Education",
"22972,43040,10,Ministry of Education",
"22972,42917,30,Ministry of Education",
"22972,42979,300,Ministry of Education",
"22972,43132,180,Ministry of Education",
"22972,42948,180,Ministry of Education",
"22972,43101,200,Ministry of Education",
"22972,43221,180,Ministry of Education",
"23016,42826,57840,Ministry of Health",
"23016,43040,4820,Ministry of Health",
"23016,42887,24100,Ministry of Health",
"23016,42917,14460,Ministry of Health",
"23016,43070,19280,Ministry of Health",
"23016,43009,16870,Ministry of Health",
"23016,42979,4820,Ministry of Health",
"23016,43132,43380,Ministry of Health",
"23016,42948,36150,Ministry of Health",
"23016,43191,12050,Ministry of Health",
"23016,43160,9640,Ministry of Health",
"23016,43101,4820,Ministry of Health",
"23016,43221,72300,Ministry of Health",
"23016,42856,16870,Ministry of Health",
"23029,42948,576,Ministry of Health",
"23029,42887,660,Ministry of Health",
"23029,42979,308,Ministry of Health",
"23029,43132,104,Ministry of Health",
"23029,43070,234,Ministry of Health",
"23029,42826,88,Ministry of Health",
"23029,42856,55,Ministry of Health",
"23029,43040,330,Ministry of Health",
"23029,42917,66,Ministry of Health",
"23029,43101,220,Ministry of Health",
"23029,43191,33,Ministry of Health",
"23029,43009,132,Ministry of Health",
"23029,43160,66,Ministry of Health",
"23029,43221,110,Ministry of Health",
"23031,43132,6048,Ministry of Health",
"23031,42979,489,Ministry of Health",
"23031,42948,2160,Ministry of Health",
"23031,42887,216,Ministry of Health",
"23031,43070,190,Ministry of Health",
"23031,43160,108,Ministry of Health",
